"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\02_A1.d"," DAD1 - B:Sig=260,4  Ref=360,60 02_A1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\102_H7.d" ,"2" ,0.402,0.431,0.563,4.92,19.17,6.61,8.82,2.63,0.161,0.061,-0.73,-0.24,0.401,0.402,0.563,0.568,-0.73,-0.24,5.26,4.28,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\102_H7.d" ,"3" ,0.573,0.593,0.642,55.79,74.23,25.61,100.00,10.18,0.069,0.018,-0.22,0.82,0.563,0.568,0.776,0.779,-0.22,-0.22,3.04,55.58,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\102_H7.d" ,"4" ,1.160,1.234,1.387,13.01,61.31,21.15,23.33,8.41,0.226,0.075,-0.59,-0.43,1.151,1.160,1.386,1.389,-0.59,-0.43,1.57,12.48,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\102_H7.d" ,"5" ,3.163,3.306,3.468,23.29,165.54,57.10,41.74,22.70,0.305,0.110,-1.18,-0.06,3.153,3.158,3.464,3.469,-1.20,-1.20,1.29,22.09,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\102_H7.d" ,"6" ,3.468,3.564,3.691,22.83,115.90,39.98,40.92,15.89,0.224,0.078,-0.06,-1.20,3.464,3.469,3.712,3.719,-1.20,-1.20,1.08,21.63,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\102_H7.d" ,"7" ,7.100,7.294,7.505,20.00,289.90,100.00,35.85,39.75,0.405,0.299,-0.68,17.07,7.030,7.034,7.505,7.509,-0.68,17.07,1.80,27.81,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d"," DAD1 - B:Sig=260,4  Ref=360,60 103_H8.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d" ,"1" ,0.364,0.386,0.399,2.76,3.44,1.19,5.11,0.53,0.035,0.020,-1.94,-0.81,0.357,0.359,0.401,0.402,-1.94,-0.81,0.86,1.52,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d" ,"2" ,0.408,0.431,0.557,3.91,14.20,4.93,7.24,2.19,0.149,0.056,-0.16,-0.12,0.401,0.402,0.559,0.563,-0.16,-0.12,4.48,3.75,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d" ,"3" ,0.564,0.582,0.605,53.99,55.95,19.41,100.00,8.61,0.041,0.015,-0.11,6.51,0.559,0.563,0.601,0.611,-0.11,-0.10,2.53,53.88,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d" ,"4" ,0.605,0.613,0.627,7.76,6.61,2.29,14.37,1.02,0.021,0.019,6.51,-0.09,0.601,0.611,0.628,0.629,-0.10,-0.09,0.99,7.66,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d" ,"5" ,0.631,0.657,0.764,1.02,4.43,1.54,1.90,0.68,0.133,0.080,-0.09,-0.05,0.628,0.629,0.780,0.783,-0.09,-0.05,3.78,0.94,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d" ,"6" ,1.116,1.195,1.326,9.84,51.57,17.89,18.23,7.94,0.211,0.086,-0.50,-0.20,1.094,1.096,1.311,1.314,-0.50,-0.16,1.45,9.47,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d" ,"7" ,3.105,3.234,3.400,18.04,132.45,45.95,33.42,20.39,0.295,0.117,-0.99,-0.13,3.093,3.096,3.399,3.401,-0.99,-0.13,1.32,17.43,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d" ,"8" ,3.402,3.511,3.635,17.15,92.81,32.20,31.76,14.29,0.233,0.085,-0.11,-1.07,3.399,3.401,3.647,3.650,-0.11,-1.07,1.06,16.59,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\103_H8.d" ,"9" ,7.102,7.290,7.505,20.11,288.22,100.00,37.25,44.36,0.404,0.299,-0.58,17.17,7.029,7.032,7.505,7.509,-0.58,17.17,1.90,27.79,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d"," DAD1 - B:Sig=260,4  Ref=360,60 104_H9.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d" ,"1" ,0.364,0.385,0.399,2.65,3.29,2.62,4.99,0.95,0.034,0.020,-1.84,-0.59,0.357,0.359,0.400,0.402,-1.84,-0.59,1.12,1.56,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d" ,"2" ,0.406,0.429,0.553,4.10,15.18,12.12,7.71,4.39,0.148,0.056,-0.21,-0.06,0.400,0.402,0.557,0.559,-0.21,-0.06,4.85,3.91,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d" ,"3" ,0.561,0.577,0.599,53.20,53.12,42.40,100.00,15.37,0.038,0.015,-0.05,6.60,0.557,0.559,0.595,0.604,-0.05,-0.01,2.38,53.17,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d" ,"4" ,0.599,0.606,0.619,7.82,6.29,5.02,14.69,1.82,0.020,0.018,6.60,0.01,0.595,0.604,0.621,0.622,-0.01,0.01,1.01,7.81,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d" ,"5" ,0.625,0.642,0.747,0.92,3.96,3.16,1.73,1.14,0.122,0.076,0.01,-0.02,0.621,0.622,0.773,0.776,0.01,-0.02,5.73,0.93,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d" ,"6" ,1.102,1.191,1.301,8.02,48.87,39.00,15.07,14.14,0.200,0.102,-0.55,-0.10,1.095,1.099,1.301,1.304,-0.55,-0.10,1.19,7.68,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d" ,"7" ,3.106,3.226,3.394,15.79,125.28,100.00,29.68,36.25,0.288,0.128,-0.46,-0.14,3.068,3.070,3.392,3.396,-0.46,-0.52,1.18,15.30,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d" ,"8" ,3.394,3.508,3.611,15.48,88.06,70.29,29.11,25.48,0.217,0.090,-0.14,-0.56,3.392,3.396,3.657,3.663,-0.52,-0.56,0.95,14.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\104_H9.d" ,"9" ,6.910,6.920,6.942,2.13,1.52,1.22,4.01,0.44,0.031,0.011,-3.61,-3.56,6.899,6.904,6.938,6.943,-3.61,-3.59,1.34,-1.47,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d"," DAD1 - B:Sig=260,4  Ref=360,60 105_H10.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d" ,"1" ,0.364,0.385,0.398,2.69,3.29,1.15,4.70,0.49,0.034,0.020,-1.83,-0.78,0.357,0.359,0.401,0.402,-1.83,-0.78,0.82,1.52,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d" ,"2" ,0.407,0.429,0.547,3.83,13.45,4.70,6.70,1.99,0.139,0.057,-0.23,0.00,0.401,0.402,0.559,0.561,-0.23,0.00,4.96,3.64,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d" ,"3" ,0.566,0.584,0.609,57.16,61.41,21.44,100.00,9.07,0.043,0.016,-0.15,6.82,0.559,0.561,0.604,0.615,-0.15,-0.11,2.49,57.02,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d" ,"4" ,0.609,0.616,0.633,8.16,7.28,2.54,14.28,1.07,0.024,0.020,6.82,-0.09,0.604,0.615,0.633,0.634,-0.11,-0.09,1.04,8.06,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d" ,"5" ,0.633,0.666,0.754,0.99,4.07,1.42,1.73,0.60,0.121,0.074,-0.09,0.04,0.633,0.634,0.774,0.779,-0.09,0.02,2.97,0.93,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d" ,"6" ,1.118,1.198,1.337,11.70,56.29,19.65,20.47,8.31,0.219,0.077,-0.54,-0.22,1.116,1.119,1.337,1.339,-0.54,-0.22,1.55,11.28,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d" ,"7" ,3.099,3.240,3.407,20.49,144.35,50.40,35.85,21.32,0.308,0.112,-1.08,-0.03,3.096,3.098,3.406,3.409,-1.10,-0.03,1.29,19.88,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d" ,"8" ,3.415,3.515,3.651,18.86,100.57,35.11,33.00,14.85,0.236,0.083,0.03,-1.16,3.406,3.409,3.659,3.664,0.02,-1.16,1.06,18.38,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\105_H10.d" ,"9" ,7.107,7.294,7.505,19.85,286.44,100.00,34.73,42.30,0.398,0.298,-0.18,17.18,7.025,7.028,7.505,7.509,-0.18,17.18,1.80,27.83,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\106_H11.d"," DAD1 - B:Sig=260,4  Ref=360,60 106_H11.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\106_H11.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\106_H11.d" ,"1" ,0.365,0.385,0.398,2.75,3.35,1.16,9.00,0.71,0.033,0.020,-1.77,-0.88,0.357,0.359,0.401,0.402,-1.77,-0.88,0.88,1.51,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\106_H11.d" ,"2" ,0.408,0.429,0.537,3.93,13.66,4.73,12.84,2.90,0.129,0.054,-0.09,0.12,0.401,0.402,0.532,0.548,-0.09,0.09,4.68,3.87,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\106_H11.d" ,"3" ,0.548,0.561,0.590,30.58,29.26,10.12,100.00,6.21,0.042,0.014,0.18,0.34,0.532,0.548,0.595,0.596,0.18,0.34,2.60,30.82,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\106_H11.d" ,"4" ,1.026,1.205,1.314,2.57,25.97,8.99,8.41,5.51,0.288,0.184,-0.42,-0.28,1.024,1.026,1.313,1.316,-0.42,-0.28,0.51,2.23,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\106_H11.d" ,"5" ,3.038,3.227,3.375,5.60,64.59,22.35,18.30,13.71,0.337,0.196,-0.92,-0.43,3.011,3.015,3.374,3.377,-0.92,-0.43,0.79,4.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\106_H11.d" ,"6" ,3.383,3.508,3.624,6.77,45.25,15.66,22.14,9.61,0.241,0.111,-0.36,-1.28,3.374,3.377,3.638,3.640,-0.36,-1.28,0.69,5.93,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\106_H11.d" ,"7" ,7.101,7.295,7.505,19.92,288.98,100.00,65.14,61.35,0.404,0.299,-0.57,17.12,7.029,7.031,7.505,7.509,-0.57,17.12,1.78,27.83,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\107_H12.d"," DAD1 - B:Sig=260,4  Ref=360,60 107_H12.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\107_H12.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\107_H12.d" ,"1" ,0.364,0.384,0.398,2.79,3.40,1.18,6.58,0.59,0.034,0.020,-1.83,-1.00,0.356,0.359,0.401,0.402,-1.83,-1.00,0.84,1.47,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\107_H12.d" ,"2" ,0.407,0.430,0.561,4.13,16.22,5.63,9.74,2.84,0.154,0.057,-0.34,-0.17,0.401,0.402,0.559,0.562,-0.34,-0.41,5.30,3.78,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\107_H12.d" ,"3" ,0.561,0.580,0.622,42.42,48.77,16.92,100.00,8.53,0.061,0.015,-0.17,-0.43,0.559,0.562,0.625,0.626,-0.41,-0.43,3.07,42.01,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\107_H12.d" ,"4" ,0.631,0.659,0.835,1.18,7.76,2.69,2.78,1.36,0.204,0.103,-0.43,-0.51,0.625,0.626,0.849,0.857,-0.43,-0.51,5.59,0.74,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\107_H12.d" ,"5" ,1.113,1.187,1.303,7.35,38.83,13.47,17.33,6.79,0.190,0.087,-0.45,-0.19,1.087,1.101,1.300,1.306,-0.45,-0.19,1.34,7.00,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\107_H12.d" ,"6" ,3.084,3.217,3.381,13.39,99.97,34.67,31.58,17.47,0.297,0.119,-1.01,-0.37,3.070,3.073,3.380,3.386,-1.01,-0.37,1.24,12.67,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\107_H12.d" ,"7" ,3.396,3.498,3.616,12.36,68.81,23.87,29.13,12.03,0.220,0.088,-0.27,-1.10,3.380,3.386,3.646,3.649,-0.27,-1.10,0.98,11.70,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\107_H12.d" ,"8" ,7.102,7.293,7.505,19.95,288.31,100.00,47.04,50.40,0.403,0.299,-0.54,17.18,7.030,7.032,7.505,7.509,-0.54,17.18,1.82,27.83,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\12_A10.d"," DAD1 - B:Sig=260,4  Ref=360,60 12_A10.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\12_A10.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\12_A10.d" ,"1" ,0.371,0.393,0.406,2.99,3.27,1.13,6.60,0.48,0.035,0.016,0.21,1.05,0.354,0.356,0.402,0.411,0.21,0.54,0.91,3.40,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\12_A10.d" ,"2" ,0.406,0.435,0.568,5.01,18.94,6.54,11.06,2.81,0.162,0.053,1.05,-0.03,0.402,0.411,0.564,0.575,-0.29,-0.03,3.36,4.77,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\12_A10.d" ,"3" ,0.582,0.604,0.670,45.29,67.23,23.22,100.00,9.97,0.088,0.019,-0.03,1.34,0.579,0.584,0.769,0.771,-0.03,-0.12,3.07,45.23,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\12_A10.d" ,"4" ,1.174,1.242,1.367,13.91,53.88,18.61,30.72,7.99,0.193,0.060,-0.61,-0.31,1.163,1.170,1.366,1.369,-0.63,-0.31,1.65,13.40,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\12_A10.d" ,"5" ,3.222,3.339,3.517,22.13,143.21,49.47,48.86,21.24,0.295,0.101,-1.10,-0.68,3.191,3.196,3.513,3.522,-1.10,-0.68,1.32,21.20,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\12_A10.d" ,"6" ,3.526,3.607,3.718,22.42,98.17,33.91,49.50,14.56,0.192,0.068,-0.63,-1.22,3.513,3.522,3.744,3.747,-0.63,-1.22,1.16,21.54,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\12_A10.d" ,"7" ,7.103,7.296,7.505,19.94,289.48,100.00,44.04,42.94,0.402,0.299,-0.83,17.17,7.024,7.035,7.505,7.509,-0.83,17.17,1.76,27.75,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\13_A11.d"," DAD1 - B:Sig=260,4  Ref=360,60 13_A11.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\13_A11.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\13_A11.d" ,"1" ,0.404,0.433,0.557,5.72,18.29,6.33,10.65,2.22,0.152,0.042,0.47,0.06,0.401,0.408,0.552,0.569,-0.19,0.04,3.13,5.57,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\13_A11.d" ,"2" ,0.570,0.585,0.631,53.70,63.75,22.05,100.00,7.72,0.061,0.016,0.44,0.26,0.552,0.569,0.630,0.636,0.44,0.26,3.17,54.10,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\13_A11.d" ,"3" ,0.634,0.651,0.752,1.16,3.92,1.36,2.16,0.48,0.118,0.043,0.25,-0.02,0.630,0.636,0.751,0.754,0.25,-0.09,4.28,1.36,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\13_A11.d" ,"4" ,1.108,1.201,1.353,11.00,55.47,19.19,20.49,6.72,0.245,0.080,-0.61,-0.41,1.106,1.109,1.353,1.354,-0.61,-0.41,1.36,10.47,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\13_A11.d" ,"5" ,3.130,3.265,3.446,19.47,142.63,49.33,36.26,17.28,0.315,0.115,-1.13,-0.47,3.111,3.114,3.445,3.448,-1.13,-0.47,1.30,18.62,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\13_A11.d" ,"6" ,3.458,3.559,3.691,19.59,98.43,34.04,36.47,11.93,0.232,0.078,-0.47,-1.30,3.452,3.457,3.705,3.709,-0.47,-1.30,1.06,18.76,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\13_A11.d" ,"7" ,7.104,7.298,7.505,19.83,289.12,100.00,36.92,35.03,0.401,0.298,-0.83,17.16,7.028,7.031,7.505,7.509,-0.83,17.16,1.72,27.71,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\13_A11.d" ,"8" ,7.506,7.516,8.026,3.68,153.67,53.15,6.84,18.62,0.520,0.092,16.63,2.57,7.505,7.509,8.851,8.854,16.63,2.21,15.83,20.05,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d"," DAD1 - B:Sig=260,4  Ref=360,60 14_A12.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d" ,"1" ,0.363,0.391,0.404,2.90,4.59,1.57,5.13,0.53,0.041,0.027,-1.14,-0.02,0.354,0.356,0.404,0.406,-1.14,-0.77,0.63,2.01,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d" ,"2" ,0.404,0.434,0.530,5.53,17.09,5.85,9.78,1.98,0.125,0.048,-0.02,0.42,0.404,0.406,0.560,0.567,-0.77,0.35,4.32,5.03,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d" ,"3" ,0.576,0.592,0.643,56.55,70.95,24.31,100.00,8.22,0.067,0.016,0.40,0.46,0.560,0.567,0.640,0.649,0.40,0.31,3.12,56.93,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d" ,"4" ,0.643,0.664,0.733,1.06,3.01,1.03,1.87,0.35,0.090,0.044,0.46,0.24,0.640,0.649,0.769,0.772,0.31,0.19,2.35,1.34,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d" ,"5" ,1.141,1.206,1.368,14.20,60.67,20.79,25.11,7.03,0.227,0.066,-0.53,-0.41,1.140,1.142,1.368,1.370,-0.55,-0.41,1.61,13.69,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d" ,"6" ,3.148,3.277,3.451,23.09,156.37,53.57,40.84,18.12,0.302,0.106,-1.08,-0.31,3.128,3.136,3.459,3.462,-1.08,-0.31,1.30,22.34,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d" ,"7" ,3.466,3.562,3.657,22.13,104.14,35.68,39.14,12.06,0.192,0.074,-0.40,-0.42,3.464,3.467,3.716,3.722,-0.40,-0.42,1.09,21.72,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d" ,"8" ,7.098,7.296,7.506,20.06,291.90,100.00,35.48,33.81,0.407,0.299,-1.24,17.12,7.033,7.035,7.505,7.509,-1.24,17.12,1.76,27.74,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\14_A12.d" ,"9" ,7.507,7.516,8.034,3.69,154.49,52.93,6.52,17.90,0.527,0.093,16.57,2.16,7.505,7.509,8.844,8.846,16.57,2.03,16.10,20.00,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\15_B1.d"," DAD1 - B:Sig=260,4  Ref=360,60 15_B1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\15_B1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\15_B1.d" ,"1" ,0.362,0.387,0.401,2.86,4.12,1.42,6.12,0.65,0.038,0.024,-1.37,-1.02,0.354,0.356,0.403,0.404,-1.37,-1.02,0.61,1.71,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\15_B1.d" ,"2" ,0.411,0.436,0.562,4.36,14.24,4.91,9.35,2.23,0.151,0.045,-0.26,-0.14,0.403,0.404,0.561,0.563,-0.26,-0.14,4.16,4.12,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\15_B1.d" ,"3" ,0.571,0.590,0.638,46.68,59.05,20.34,100.00,9.25,0.067,0.017,-0.11,-0.03,0.561,0.563,0.639,0.640,-0.11,-0.03,3.16,46.59,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\15_B1.d" ,"4" ,0.640,0.660,0.736,1.18,3.58,1.23,2.52,0.56,0.096,0.053,-0.03,0.11,0.639,0.640,0.755,0.756,-0.03,0.08,4.16,1.17,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\15_B1.d" ,"5" ,1.134,1.208,1.349,11.04,49.51,17.06,23.65,7.75,0.215,0.071,-0.55,-0.36,1.131,1.134,1.346,1.352,-0.55,-0.36,1.53,10.56,,,  ,,,,,,,,,,,,
